algorithm,strat,bench,region,num_threads,size,obs,min,mean,max,stddev,ci,speedup
4. OpenMP,omp,1,elephant,4,8192,10,22.73421615978,22.825265225979997,23.17667481578,0.1339242535224279,0.0830071123134652,2.923802907082087
4. OpenMP,omp,1,elephant,8,16,10,0.0027827097800000003,0.0032375632800000003,0.0034956007800000005,0.00019661048378357432,0.00012186044036224411,0.9739515083702086
4. OpenMP,omp,1,elephant,8,32,10,0.0031952997800000003,0.0035429384800000005,0.00397950178,0.0002463790058182943,0.0001527072899026027,1.072952934819235
4. OpenMP,omp,1,elephant,8,64,10,0.003887230780000001,0.004162592480000001,0.0045530277800000015,0.00026072227307277263,0.00016159733905068434,1.8711551941303655
4. OpenMP,omp,1,elephant,8,128,10,0.007009305780000001,0.008201177080000002,0.00969940078,0.0008829857558200597,0.0005472802414558265,2.434965218431791
4. OpenMP,omp,1,elephant,8,256,10,0.01811895478,0.020319957280000002,0.023108525780000003,0.0018839380093532369,0.0011676768757034862,3.6201981936450216
4. OpenMP,omp,1,elephant,8,512,10,0.06401361578,0.06792358357999999,0.07380587678,0.003460192154758389,0.0021446493167729384,4.147137154626553
4. OpenMP,omp,1,elephant,8,1024,10,0.24664478578000001,0.26083301278,0.28828228578000004,0.012158508981541331,0.00753592194132381,4.129343178842379
4. OpenMP,omp,1,elephant,8,2048,10,0.8786946437800001,0.9147422974799999,0.9384732757800001,0.023367390369608592,0.014483258602280405,4.681677975138823
4. OpenMP,omp,1,elephant,8,4096,10,3.54127689878,3.6018295082800003,3.67592338078,0.03861282095967245,0.023932474378903296,4.645861232235525
4. OpenMP,omp,1,elephant,8,8192,10,14.018138499780001,14.253886128579998,14.63751231178,0.17282222198114228,0.10711632294331885,4.681991719354953
4. OpenMP,omp,1,elephant,16,16,10,0.0032125577800000004,0.00342678888,0.0037862057800000007,0.000210402300870103,0.0001304086971551523,0.9201703841177401
4. OpenMP,omp,1,elephant,16,32,10,0.003312454780000001,0.0035421746800000007,0.004448336780000001,0.000329007788330459,0.00020392113989552816,1.0731842959252365
4. OpenMP,omp,1,elephant,16,64,10,0.004212781780000001,0.00454544508,0.00490709678,0.0001887806496828467,0.00011700745890817123,1.7135520071007
4. OpenMP,omp,1,elephant,16,128,10,0.007861703780000001,0.008697908780000001,0.00974228478,0.0006308833047444934,0.00039102552343027534,2.295905998223173
4. OpenMP,omp,1,elephant,16,256,10,0.01867124078,0.02046697818,0.022031332780000003,0.0011321430789207009,0.000701709550250695,3.594193143367098
4. OpenMP,omp,1,elephant,16,512,10,0.06235783878000001,0.07035468848000001,0.10631230878,0.012885640676105788,0.007986602834813235,4.003832910440313
4. OpenMP,omp,1,elephant,16,1024,10,0.22730650778000003,0.23980145147999998,0.25491655778,0.00967347586505147,0.005995682458349129,4.491503347842872
4. OpenMP,omp,1,elephant,16,2048,10,0.8007890507800001,0.8414669486799999,0.87868886978,0.031161316516826236,0.019313984076188725,5.089360757137232
4. OpenMP,omp,1,elephant,16,4096,10,3.2613986427799997,3.3125259386799994,3.4644762817799997,0.06101460330365556,0.03781724292635241,5.051613296742404
4. OpenMP,omp,1,elephant,16,8192,10,12.95915659978,13.09477946718,13.50106600278,0.17155815753818215,0.1063328476845176,5.096426174255527
4. OpenMP,omp,1,elephant,32,16,10,0.0032118467800000008,0.0036428182800000005,0.004058402780000001,0.00024093912050569038,0.0001493356140542093,0.8656016846385212
4. OpenMP,omp,1,elephant,32,32,10,0.003910069780000001,0.004292470980000001,0.00517100478,0.0003764322500931313,0.00023331512582713937,0.8855985882518418
4. OpenMP,omp,1,elephant,32,64,10,0.0047136447800000016,0.005067897780000001,0.005633081780000002,0.000291144516640028,0.00018045324096685117,1.536900876481372
4. OpenMP,omp,1,elephant,32,128,10,0.007254650780000002,0.007759484180000001,0.008731912780000002,0.0005289570656757191,0.00032785098594701075,2.573570675157946
4. OpenMP,omp,1,elephant,32,256,10,0.018069635780000003,0.018946040080000007,0.021228601780000002,0.0009763582046389475,0.0006051530848149627,3.8827254840263157
4. OpenMP,omp,1,elephant,32,512,10,0.06045134678,0.06411133058000001,0.07102752478,0.003693371733259756,0.0022891755168657994,4.393738432686261
4. OpenMP,omp,1,elephant,32,1024,10,0.21416661578,0.21897374228,0.22741308578000002,0.0046865714294469125,0.0029047670662881784,4.918713133937128
4. OpenMP,omp,1,elephant,32,2048,10,0.80009189278,0.83568936778,0.85739377478,0.01806118545062507,0.011194438720267283,5.12454631128848
4. OpenMP,omp,1,elephant,32,4096,10,3.20399324878,3.2624829564799995,3.36373680078,0.048611824496605956,0.030129920978626025,5.129099615494829
4. OpenMP,omp,1,elephant,32,8192,10,12.80614048378,12.886679083580002,13.072354990780001,0.07852266243346251,0.04866885040113514,5.178725751592173
4. OpenMP,omp,1,full,1,16,10,0.0024670827800000006,0.0030163681800000003,0.0044280097800000005,0.0005556870121284702,0.00034441837840191704,0.8698572533012199
4. OpenMP,omp,1,full,1,32,10,0.002808815780000001,0.003126556180000001,0.0035685577800000008,0.00026571001184089567,0.0001646887715673978,0.9028178217478887
4. OpenMP,omp,1,full,1,64,10,0.0032056447800000005,0.003625513680000001,0.004016754780000001,0.00023152377579632928,0.00014349992294371866,0.8880857236208248
4. OpenMP,omp,1,full,1,128,10,0.006209844780000001,0.00665251908,0.007621897780000001,0.0004098812225600782,0.0002540470137511508,0.7700319350305421
4. OpenMP,omp,1,full,1,256,10,0.01559097878,0.016020644980000005,0.016385690780000003,0.0002890515212644434,0.000179155988993118,0.8409571435369261
4. OpenMP,omp,1,full,1,512,10,0.051274481780000006,0.051953076279999996,0.05340969478,0.0006205171170111532,0.0003846004937077857,0.9381976396797885
4. OpenMP,omp,1,full,1,1024,10,0.16876405978,0.18011146468,0.19030587278000002,0.007101344723380461,0.0044014590600765235,0.9852083866802522
4. OpenMP,omp,1,full,1,2048,10,0.6242636637800001,0.62860577468,0.63865655078,0.004801024380182417,0.002975705740101421,0.991478128811771
4. OpenMP,omp,1,full,1,4096,10,2.47712488578,2.4864760546799998,2.50086810378,0.0065962661690656555,0.004088408128804313,0.9665565007217809
4. OpenMP,omp,1,full,1,8192,10,9.88608477678,9.90461296498,9.936147419780001,0.017172932276685,0.010643893699236512,0.9575747599299707
4. OpenMP,omp,1,full,2,16,10,0.0029136087800000006,0.0030547784800000004,0.003471964780000001,0.00015727713128180253,9.748137590673145e-05,0.8589198061916423
4. OpenMP,omp,1,full,2,32,10,0.0032085137800000004,0.0038363265800000004,0.00526030278,0.000650492677694513,0.0004031795387041878,0.7357847620991643
4. OpenMP,omp,1,full,2,64,10,0.002922130780000001,0.0033851525800000005,0.003987992780000001,0.0003033532773526969,0.00018802030925381394,0.9511438152072896
4. OpenMP,omp,1,full,2,128,10,0.004987401780000001,0.005554054280000001,0.006095056780000002,0.00041579167432000553,0.0002577103497052873,0.9223266251549851
4. OpenMP,omp,1,full,2,256,10,0.00877466678,0.00891293098,0.009320648780000001,0.0001586628671385406,9.834026388909223e-05,1.5115875877679015
4. OpenMP,omp,1,full,2,512,10,0.02362419178,0.024220467080000002,0.024979523780000002,0.00041105461150207575,0.0002547742877521924,2.0124406923700002
4. OpenMP,omp,1,full,2,1024,10,0.08315340678000001,0.08404666768000002,0.08549381578000001,0.0008197790014506565,0.0005081042892222603,2.1112951939464684
4. OpenMP,omp,1,full,2,2048,10,0.32143477078000005,0.32240270078,0.32405545578,0.0009394954226660373,0.0005823052958377427,1.9331378916248299
4. OpenMP,omp,1,full,2,4096,10,1.29186505578,1.31283397678,1.33813890678,0.013360324933797392,0.00828081518586466,1.830634822869716
4. OpenMP,omp,1,full,2,8192,10,5.10656132178,5.15933827478,5.20982878878,0.026511363891737267,0.016431913579985333,1.8382991920692437
4. OpenMP,omp,1,full,4,16,10,0.002987552780000001,0.0032445319800000006,0.0038775007800000007,0.0002952946501042268,0.00018302552033759955,0.8086866630299017
4. OpenMP,omp,1,full,4,32,10,0.0027749047800000007,0.003273957780000001,0.0036213997800000008,0.0002642359343331048,0.00016377512886243804,0.8621707516338223
4. OpenMP,omp,1,full,4,64,10,0.003318317780000001,0.003486615380000001,0.0036829657800000006,0.00011835916018082882,7.335976751076064e-05,0.9234649048097756
4. OpenMP,omp,1,full,4,128,10,0.005184494780000002,0.0054789790800000016,0.006079268780000001,0.0003112135375868864,0.00019289214902078465,0.9349647197411821
4. OpenMP,omp,1,full,4,256,10,0.00956671178,0.009910824480000002,0.010813836780000002,0.0003615497275959118,0.00022409084281683691,1.359390015148366
4. OpenMP,omp,1,full,4,512,10,0.02671303578,0.029890030680000002,0.04784448378,0.006561323991996898,0.004066750743079646,1.630719421529881
4. OpenMP,omp,1,full,4,1024,10,0.08896388178,0.09122049268000001,0.09288854578000001,0.001363135252063375,0.0008448799824560487,1.9452572588319856
4. OpenMP,omp,1,full,4,2048,10,0.30593969978,0.31034012268,0.32072673178,0.00476169015128504,0.0029513261324502845,2.008276828203257
4. OpenMP,omp,1,full,4,4096,10,1.24142071778,1.2754401872799999,1.33004478478,0.025354930580825958,0.015715148787969736,1.8843059976534946
4. OpenMP,omp,1,full,4,8192,10,4.94146206378,5.00291395528,5.05035619578,0.04155511672156837,0.025756128185763803,1.8957766347610872
4. OpenMP,omp,1,full,8,16,10,0.0027848287800000004,0.0031418976800000006,0.0036905577800000005,0.0002852820468185632,0.00017681964452628463,0.8351034970686886
4. OpenMP,omp,1,full,8,32,10,0.003005212780000001,0.0034143088800000004,0.003781676780000001,0.00022670404229766173,0.00014051262117184153,0.8267297245819191
4. OpenMP,omp,1,full,8,64,10,0.0032848157800000007,0.0034975234800000005,0.00405633878,0.00023393315945089462,0.0001449932744044176,0.9205847961884162
4. OpenMP,omp,1,full,8,128,10,0.0048137887800000015,0.005600449080000002,0.006132960780000002,0.0003283579930458862,0.00020351839260555906,0.9146859594338101
4. OpenMP,omp,1,full,8,256,10,0.008991006780000001,0.009332612580000002,0.009795277780000002,0.00023162472315546237,0.000143562490765132,1.4436124637673533
4. OpenMP,omp,1,full,8,512,10,0.024456484780000003,0.025025278180000006,0.025621898780000003,0.0004266391039707141,0.0002644336562584054,1.947720748173517
4. OpenMP,omp,1,full,8,1024,10,0.07916786978000001,0.08127163508,0.08424982378000001,0.001736419534061273,0.001076243977443422,2.1833856961943634
4. OpenMP,omp,1,full,8,2048,10,0.25949360878,0.26408689068,0.27560143378,0.004806029657777972,0.0029788080432960004,2.360014446893559
4. OpenMP,omp,1,full,8,4096,10,1.05149047778,1.08487421068,1.14045501878,0.02342297846094273,0.014517712458242286,2.215297931207709
4. OpenMP,omp,1,full,8,8192,10,4.17113556278,4.23430036698,4.32407059278,0.051154267070190176,0.031705743211756475,2.239899525338703
4. OpenMP,omp,1,full,16,16,10,0.0027135817800000004,0.00323655548,0.0035172107800000006,0.00025510252198502915,0.0001581141812398706,0.8106796735645637
4. OpenMP,omp,1,full,16,32,10,0.003150570780000001,0.0038706117800000007,0.004351490780000002,0.00036350880310110804,0.0002253050903949513,0.7292673097791276
4. OpenMP,omp,1,full,16,64,10,0.0034262427800000003,0.0038052975800000007,0.004249888780000001,0.00021405577673421693,0.00013267314495613448,0.8461275031215824
4. OpenMP,omp,1,full,16,128,10,0.004729648780000002,0.004971010280000001,0.005171122780000001,0.00014305041954441538,8.86635686165917e-05,1.030505239671321
4. OpenMP,omp,1,full,16,256,10,0.007177605780000002,0.008097271780000002,0.009382730780000001,0.0007710965851363167,0.000477930614981705,1.6638537282738948
4. OpenMP,omp,1,full,16,512,10,0.01733201078,0.018199703480000003,0.01994004178,0.0007531328604738786,0.00046679658308378997,2.678189432787396
4. OpenMP,omp,1,full,16,1024,10,0.05416408878,0.05638530878,0.05792187078,0.0013246562518528682,0.0008210304510367938,3.147048927804063
4. OpenMP,omp,1,full,16,2048,10,0.19061626078000002,0.19450398557999998,0.20308147578000002,0.0038012135333368004,0.0023560165570481323,3.2042987467917787
4. OpenMP,omp,1,full,16,4096,10,0.7251030407800001,0.75895860658,0.79298079278,0.018769676951103396,0.011633566301766115,3.16660167458905
4. OpenMP,omp,1,full,16,8192,10,2.93886898178,2.9838954054799998,3.02880420078,0.03487089071859334,0.021613201987077797,3.178532117688054
4. OpenMP,omp,1,full,32,16,10,0.0034433887800000003,0.00361840218,0.003861578780000001,0.00013817937731015528,8.564446536092077e-05,0.725129382936642
4. OpenMP,omp,1,full,32,32,10,0.0034075307800000005,0.0035885818800000004,0.0038169457800000003,0.00011682553190543962,7.240921485764454e-05,0.7865810881260986
4. OpenMP,omp,1,full,32,64,10,0.00419530878,0.004310316980000001,0.004455383780000001,8.419475751533868e-05,5.2184451355633655e-05,0.7469907561183585
4. OpenMP,omp,1,full,32,128,10,0.004709938780000001,0.005122589580000001,0.005505070780000001,0.0003045023755049833,0.00018873252766741188,1.0000122125731574
4. OpenMP,omp,1,full,32,256,10,0.0067280227800000005,0.006987657880000002,0.007260958780000002,0.00018284319165792198,0.00011332738429757146,1.9280674685807593
4. OpenMP,omp,1,full,32,512,10,0.013286980780000002,0.014088771080000001,0.01538548378,0.0006940728790856428,0.00043019082737201026,3.459652603000488
4. OpenMP,omp,1,full,32,1024,10,0.03843333378,0.04039505458,0.04493477178,0.0022859211385800873,0.0014168286004899412,4.392798261692559
4. OpenMP,omp,1,full,32,2048,10,0.13859845878000002,0.15061112447999997,0.21961576778000003,0.02439175134872173,0.015118164114959151,4.138133085400096
4. OpenMP,omp,1,full,32,4096,10,0.53912451878,0.56781588888,0.6001159877800001,0.017616914289728565,0.010919076601903907,4.232568411004625
4. OpenMP,omp,1,full,32,8192,10,2.1834752807799997,2.23340455238,2.29121678278,0.03404010079098339,0.02109827305511652,4.246614153281391
4. OpenMP,omp,1,seahorse,1,16,10,0.002868237780000001,0.003175773880000001,0.0035135327800000006,0.00020155701559963952,0.00012492633254546613,0.9384609083062299
4. OpenMP,omp,1,seahorse,1,32,10,0.0037336867800000007,0.004111053180000001,0.004446516780000001,0.00021419156002938666,0.00013275730431439858,0.9516561739052959
4. OpenMP,omp,1,seahorse,1,64,10,0.007344806780000001,0.0076953489800000024,0.008749064780000001,0.00044232293199672305,0.00027415459358094924,0.9517304490068749
4. OpenMP,omp,1,seahorse,1,128,10,0.022875893780000003,0.023592916880000002,0.025977049780000004,0.0009134320625097232,0.0005661510578497808,0.9009235461689977
4. OpenMP,omp,1,seahorse,1,256,10,0.08354847078000001,0.08653723298000002,0.08904472978000001,0.0014686643491090658,0.000910287594448773,0.9112498808255747
4. OpenMP,omp,1,seahorse,1,512,10,0.28235589978000003,0.29010779108000007,0.29956487378,0.006078251090277529,0.00376733905659303,1.0245615994436876
4. OpenMP,omp,1,seahorse,1,1024,10,1.12084305178,1.12744637178,1.13526827478,0.004818529868322111,0.002986555754060022,1.0171908302205097
4. OpenMP,omp,1,seahorse,1,2048,10,4.452688015780001,4.46941993698,4.48354784478,0.010067310657989548,0.006239783791980132,1.023109683676265
4. OpenMP,omp,1,seahorse,1,4096,10,17.80706203278,17.847752211680003,17.932073530780002,0.038201318705389856,0.02367742263928125,0.9938647345312008
4. OpenMP,omp,1,seahorse,1,8192,10,71.25762197878,71.35022933147998,71.86291152477999,0.1868201073481678,0.11579230217972443,0.9926297665562237
4. OpenMP,omp,1,seahorse,2,16,10,0.002926968780000001,0.00319721728,0.0039042197800000004,0.0003016284473462341,0.00018695124853999697,0.9321667497055441
4. OpenMP,omp,1,seahorse,2,32,10,0.0036676527800000003,0.004094710380000001,0.00453773778,0.0003043409683712587,0.00018863248648947077,0.9554544221513415
4. OpenMP,omp,1,seahorse,2,64,10,0.005341727780000001,0.005697735980000002,0.006087368780000001,0.0002416629878974252,0.00014978427171184354,1.2854049337680957
4. OpenMP,omp,1,seahorse,2,128,10,0.015163656780000003,0.015582220680000003,0.016032200780000002,0.00025107674365175024,0.00015561897797779955,1.364081203604158
4. OpenMP,omp,1,seahorse,2,256,10,0.050422378780000006,0.05085176408000001,0.051317803780000004,0.00028938712530950653,0.00017936399853529355,1.5507238473761125
4. OpenMP,omp,1,seahorse,2,512,10,0.18274060578,0.18407256188,0.18551788078,0.0007293274983536324,0.00045204186677807567,1.6147615886053206
4. OpenMP,omp,1,seahorse,2,1024,10,0.6822894567800001,0.7018342951800001,0.7272279647800001,0.016718755345930748,0.010362391921106464,1.634043988468634
4. OpenMP,omp,1,seahorse,2,2048,10,2.5618714907799998,2.5753626645799996,2.59062762578,0.009098821199369672,0.005639507806476101,1.7755584022515658
4. OpenMP,omp,1,seahorse,2,4096,10,10.256640537780001,10.29654921848,10.362445085780001,0.03537538530121408,0.02192589096894411,1.7227375052997183
4. OpenMP,omp,1,seahorse,2,8192,10,41.00016925078,41.054982680180004,41.17991554478,0.054449179825471934,0.03374795129540981,1.7251100076393815
4. OpenMP,omp,1,seahorse,4,16,10,0.0030529607800000003,0.003200966980000001,0.003695414780000001,0.00020461040415156482,0.00012681884237695728,0.9310747841578797
4. OpenMP,omp,1,seahorse,4,32,10,0.003080630780000001,0.0034492605800000007,0.003837460780000001,0.00023442513248597436,0.00014529820245071223,1.134245746083933
4. OpenMP,omp,1,seahorse,4,64,10,0.00421227178,0.004596315080000001,0.004912624780000001,0.0001919136412689893,0.00011894930721143266,1.5934281729006268
4. OpenMP,omp,1,seahorse,4,128,10,0.009597993780000001,0.009932988180000001,0.010240342780000002,0.00023200341099705114,0.0001437972039210522,2.139881167159509
4. OpenMP,omp,1,seahorse,4,256,10,0.029261489780000004,0.030400249080000004,0.03128766578,0.0006644011079971101,0.0004118000731172344,2.5939604321163015
4. OpenMP,omp,1,seahorse,4,512,10,0.11161487778000001,0.11278393748000001,0.11501953278,0.001212246877850204,0.0007513583992051748,2.6354222869077293
4. OpenMP,omp,1,seahorse,4,1024,10,0.43967987278000004,0.44950398358,0.45806542178000004,0.005599217532957518,0.003470430981703354,2.5513191269324853
4. OpenMP,omp,1,seahorse,4,2048,10,1.50351023778,1.52793507808,1.5609084827800002,0.017477920966092787,0.010832927647383696,2.992736329927089
4. OpenMP,omp,1,seahorse,4,4096,10,6.19264150178,6.254766014180001,6.3651290007800005,0.053848232379100636,0.03337548020922916,2.8359576479161834
4. OpenMP,omp,1,seahorse,4,8192,10,24.40858484378,24.53116027958,24.67081437778,0.07193137578030177,0.04458352860826412,2.8871182886524513
4. OpenMP,omp,1,seahorse,8,16,10,0.002815975780000001,0.0031983873800000007,0.0036071167800000004,0.00022748749217640747,0.00014099820843752772,0.9318257252503291
4. OpenMP,omp,1,seahorse,8,32,10,0.0032649177800000008,0.0034158263800000005,0.0037169857800000007,0.0001384461820276905,8.580983263810703e-05,1.1453477737940532
4. OpenMP,omp,1,seahorse,8,64,10,0.0035801247800000004,0.004303546180000001,0.005230048780000001,0.0005693605461424247,0.0003528933225869016,1.7018285929024228
4. OpenMP,omp,1,seahorse,8,128,10,0.007018577780000002,0.007692313780000001,0.009172667780000001,0.0007069670119017813,0.00043818269368974715,2.763201677402193
4. OpenMP,omp,1,seahorse,8,256,10,0.01825411978,0.019241576780000002,0.020829479780000004,0.0007868686779053068,0.0004877062593587312,4.098263055134092
4. OpenMP,omp,1,seahorse,8,512,10,0.06526750578,0.06963377928,0.07804503378000001,0.003949440871850015,0.002447888813284617,4.26852176505908
4. OpenMP,omp,1,seahorse,8,1024,10,0.25792471578000004,0.27608710908,0.33974125678,0.02372131183369866,0.014702621398392245,4.153863303366658
4. OpenMP,omp,1,seahorse,8,2048,10,0.89849056678,0.9448895012800002,0.9874920727800001,0.027530794311090317,0.017063763100063713,4.839409065023535
4. OpenMP,omp,1,seahorse,8,4096,10,3.66633035678,3.73048279008,3.9055482327799997,0.07630601035616168,0.04729495520962994,4.754947954996356
4. OpenMP,omp,1,seahorse,8,8192,10,14.72806234378,14.894329647080003,15.04190548278,0.0907280026850637,0.05623379866436404,4.755122463596402
4. OpenMP,omp,1,seahorse,16,16,10,0.002937213780000001,0.003380650880000001,0.0035560097800000005,0.00017459511384880662,0.00010821517270733264,0.8815875243527068
4. OpenMP,omp,1,seahorse,16,32,10,0.0033686037800000003,0.0034951433800000007,0.003746913780000001,0.00013762645183587849,8.530175860141223e-05,1.1193558359829003
4. OpenMP,omp,1,seahorse,16,64,10,0.0043457037800000015,0.00506484058,0.006011005780000002,0.0005467637562386316,0.0003388876871016621,1.446027337744952
4. OpenMP,omp,1,seahorse,16,128,10,0.007743645780000001,0.008667665880000003,0.010116025780000001,0.0006794914269560484,0.00042115314970885296,2.4522650773889776
4. OpenMP,omp,1,seahorse,16,256,10,0.01829327878,0.020886052080000002,0.02440243178,0.002186375067967019,0.0013551293066995204,3.7755839609110082
4. OpenMP,omp,1,seahorse,16,512,10,0.06372347978000001,0.06628043757999999,0.06993772678,0.001797915540036776,0.0011143595968370612,4.484480086318706
4. OpenMP,omp,1,seahorse,16,1024,10,0.23681853778,0.24724741178,0.25854483678,0.0065748282475358855,0.004075120767378842,4.638382673790915
4. OpenMP,omp,1,seahorse,16,2048,10,0.84627310978,0.8868197503800002,0.9396291517800001,0.033755934295171985,0.020922144836267864,5.15629790155283
4. OpenMP,omp,1,seahorse,16,4096,10,3.39302924278,3.47928707948,3.66728890978,0.0871462597652825,0.054013811402904725,5.098243148274814
4. OpenMP,omp,1,seahorse,16,8192,10,13.54326733978,13.616781501879998,13.86430214878,0.0986667772753652,0.0611543021334245,5.201255632636952
4. OpenMP,omp,1,seahorse,32,16,10,0.0033139737800000004,0.0036382820800000006,0.004122063780000001,0.00023191469157144361,0.00014374221505135835,0.8191612344692086
4. OpenMP,omp,1,seahorse,32,32,10,0.003755233780000001,0.004288873780000001,0.00480014078,0.00040484280930202447,0.0002509241728601775,0.9121996451012367
4. OpenMP,omp,1,seahorse,32,64,10,0.0048477727800000005,0.005271992280000001,0.006128148780000002,0.0003881866356867964,0.0002406005694976224,1.38920877554851
4. OpenMP,omp,1,seahorse,32,128,10,0.007581852780000002,0.008017588580000002,0.008810414780000001,0.00043169834002764244,0.00026756940325383256,2.6510981609884503
4. OpenMP,omp,1,seahorse,32,256,10,0.018997112780000002,0.019507530080000002,0.02138984278,0.000701660929172116,0.00043489394954145805,4.042389934379638
4. OpenMP,omp,1,seahorse,32,512,10,0.06336505578,0.06611370058,0.07166754078000001,0.002543696021834277,0.0015765991284047193,4.495789826200045
4. OpenMP,omp,1,seahorse,32,1024,10,0.22482302178000002,0.23042478478000006,0.24948476078000004,0.007198984069715183,0.004461976553915399,4.977017173022179
4. OpenMP,omp,1,seahorse,32,2048,10,0.8364347077800001,0.8691560555800001,0.8905356107800001,0.020712387372402996,0.01283767069579471,5.2610883725461335
4. OpenMP,omp,1,seahorse,32,4096,10,3.3372811427799998,3.4355000461800005,3.50583496378,0.05310460621101713,0.03291457593513513,5.163222609635388
4. OpenMP,omp,1,seahorse,32,8192,10,13.44009631478,13.541820059279999,13.68624380078,0.09752950016464008,0.060449410477293804,5.230047451155221
4. OpenMP,omp,1,spiral,1,16,10,0.0031509457800000004,0.0032868144800000014,0.0035255687800000005,0.00013353598338862322,8.276645999129795e-05,0.9112283209851256
4. OpenMP,omp,1,spiral,1,32,10,0.004133529780000001,0.004659952780000001,0.005790845780000001,0.0005272098881742139,0.0003267680741122644,0.8405798566911657
4. OpenMP,omp,1,spiral,1,64,10,0.008062564780000002,0.008310739580000002,0.008846610780000002,0.0002601994044458126,0.00016127326171814954,0.9867494777161573
4. OpenMP,omp,1,spiral,1,128,10,0.026019937780000002,0.029020744180000002,0.044933130780000004,0.005851903106801358,0.003627047122965142,0.8370239160421146
4. OpenMP,omp,1,spiral,1,256,10,0.08619620678,0.08880479457999998,0.09027500478,0.0011155782302300849,0.0006914425506628478,0.9789963205385301
4. OpenMP,omp,1,spiral,1,512,10,0.32179400778,0.32592188318000004,0.33307572578,0.004276066395681128,0.0026503334103459937,0.9963809627371703
4. OpenMP,omp,1,spiral,1,1024,10,1.2733501597799999,1.2822690523799998,1.29208708578,0.00649656397668874,0.00402661206974214,1.005303598529012
4. OpenMP,omp,1,spiral,1,2048,10,5.06285781578,5.078811631780001,5.10066076578,0.012454189789665617,0.007719186804881914,1.0214818200142148
4. OpenMP,omp,1,spiral,1,4096,10,20.25872822878,20.303749276279998,20.37607060678,0.0402202837411093,0.024928790132988113,0.9977935169839625
4. OpenMP,omp,1,spiral,1,8192,10,81.08377018478,81.14555209108,81.22978254878,0.0547252134077243,0.03391903868220995,0.9946580493129992
4. OpenMP,omp,1,spiral,2,16,10,0.0027491997800000007,0.0031839947800000002,0.003723393780000001,0.0003067375334965637,0.0001901178929434213,0.9406543185350322
4. OpenMP,omp,1,spiral,2,32,10,0.003453198780000001,0.0038398925800000013,0.0046343397800000016,0.00034695655238846417,0.00021504589911474771,1.020096879897614
4. OpenMP,omp,1,spiral,2,64,10,0.005637151780000002,0.006227026580000001,0.007118535780000001,0.0005034272438583793,0.0003120274384476044,1.316939607474744
4. OpenMP,omp,1,spiral,2,128,10,0.016607896780000003,0.01696447798,0.01731485978,0.00024050963162316593,0.00014906941408690373,1.4318776545106522
4. OpenMP,omp,1,spiral,2,256,10,0.053434885780000003,0.05392346968,0.05521108378,0.0005792749767042034,0.00035903835031354705,1.612276948347883
4. OpenMP,omp,1,spiral,2,512,10,0.20348016478,0.20393980898000003,0.20452346878000002,0.0003670266878688212,0.0002274854979637005,1.5923441399900833
4. OpenMP,omp,1,spiral,2,1024,10,0.75264820178,0.7783382188800001,0.8037462817800001,0.02394153575720862,0.014839117600328078,1.6561819288469781
4. OpenMP,omp,1,spiral,2,2048,10,2.76461757378,2.77935021968,2.79940387678,0.009793841949604469,0.00607028613047301,1.8665923108233944
4. OpenMP,omp,1,spiral,2,4096,10,11.07794760078,11.19275850038,11.35319745478,0.07875008570762553,0.048809808806835595,1.8100050490370356
4. OpenMP,omp,1,spiral,2,8192,10,44.06024453378,44.38207909358,44.78325986278,0.19833609827869805,0.12292998730717064,1.818573581989205
4. OpenMP,omp,1,spiral,4,16,10,0.0028021047800000005,0.0032907521800000007,0.0036850377800000003,0.00029079686547645825,0.0001802377645432659,0.9101379490691395
4. OpenMP,omp,1,spiral,4,32,10,0.0033727907800000004,0.0035899948800000004,0.00408495478,0.00021010881946926136,0.00013022679549835127,1.0911052998493413
4. OpenMP,omp,1,spiral,4,64,10,0.004270347780000001,0.004779261180000001,0.005493565780000001,0.00038603721568556933,0.0002392683451785913,1.7158756617691266
4. OpenMP,omp,1,spiral,4,128,10,0.010465964780000002,0.011106172180000002,0.012255159780000002,0.0005623516087244115,0.0003485491381680753,2.187167328788883
4. OpenMP,omp,1,spiral,4,256,10,0.032574597780000006,0.03340759318000001,0.03423080178,0.0005560599783113327,0.00034464954523701763,2.602389423014399
4. OpenMP,omp,1,spiral,4,512,10,0.12263432378,0.12499122918000002,0.13006899478,0.002190297680632992,0.0013575605672185278,2.598121179145603
4. OpenMP,omp,1,spiral,4,1024,10,0.47584203678000003,0.48054117218,0.49103473078000004,0.005155430864801725,0.0031953691550517882,2.6825374541624987
4. OpenMP,omp,1,spiral,4,2048,10,1.61374046278,1.64908630748,1.67927055278,0.018491902431637876,0.011461399870902028,3.1459322205323197
4. OpenMP,omp,1,spiral,4,4096,10,6.680610290780001,6.738825799680001,6.82839827878,0.05860037794152095,0.036320890544211525,3.0063025815717057
4. OpenMP,omp,1,spiral,4,8192,10,26.66173062578,26.94337966338,27.68956393278,0.33605543098665447,0.20828931406952136,2.995618128153371
4. OpenMP,omp,1,spiral,8,16,10,0.0030747777800000007,0.0032582406800000007,0.003510178780000001,0.0001468061553208858,9.099139776790349e-05,0.9192195218678565
4. OpenMP,omp,1,spiral,8,32,10,0.0032101847800000004,0.00392002268,0.00491753078,0.0006720587380988278,0.00041654632142693146,0.9992448411038276
